1/002 1 0 149 136,a pedestrian crosses the road      
1/002 1 2 151 136,a pedestrian crosses the road      
1/002 1 9 158 136,a pedestrian crosses the road      
1/002 1 5 154 136,a pedestrian crosses the road      
1/004 1 165 314 300,a pedestrian crosses the road      
1/004 1 167 316 300,a pedestrian crosses the road      
1/004 1 159 308 300,a pedestrian crosses the road      
1/004 1 166 315 300,a pedestrian crosses the road      
1/004 1 179 328 300,a pedestrian crosses the road      
1/004 0 7 156 151,a pedestrian crosses the road      
1/004 0 1 150 151,a pedestrian crosses the road      
1/004 0 2 151 151,a pedestrian crosses the road      
1/004 0 5 154 151,a pedestrian crosses the road      
1/004 0 0 149 151,a pedestrian crosses the road      
1/004 0 4 153 151,a pedestrian crosses the road      
1/004 0 3 152 151,a pedestrian crosses the road      
1/004 0 6 155 151,a pedestrian crosses the road      
1/005 1 101 250 226,a pedestrian crosses the road      
1/005 1 104 253 226,a pedestrian crosses the road      
1/005 1 88 237 226,a pedestrian crosses the road      
1/005 1 79 228 226,a pedestrian crosses the road      
1/005 1 102 251 226,a pedestrian crosses the road      
1/006 1 106 255 255,a pedestrian crosses the road      
1/006 1 124 273 255,a pedestrian crosses the road      
1/006 1 120 269 255,a pedestrian crosses the road      
1/006 1 133 282 255,a pedestrian crosses the road      
1/006 1 113 262 255,a pedestrian crosses the road      
1/007 1 38 187 178,ego-car goes straight in the blind spot area    
1/007 1 57 206 178,ego-car goes straight in the blind spot area    
1/007 1 37 186 178,ego-car goes straight in the blind spot area    
1/007 1 40 189 178,ego-car goes straight in the blind spot area    
1/007 1 42 191 178,ego-car goes straight in the blind spot area    
1/010 1 190 339 339,a pedestrian crosses the road      
1/010 1 207 356 339,a pedestrian crosses the road      
1/010 1 208 357 339,a pedestrian crosses the road      
1/010 1 216 365 339,a pedestrian crosses the road      
1/010 1 196 345 339,a pedestrian crosses the road      
1/010 0 13 162 151,a pedestrian crosses the road      
1/010 0 30 179 151,a pedestrian crosses the road      
1/010 0 25 174 151,a pedestrian crosses the road      
1/010 0 6 155 151,a pedestrian crosses the road      
1/010 0 20 169 151,a pedestrian crosses the road      
1/010 0 3 152 151,a pedestrian crosses the road      
1/010 0 31 180 151,a pedestrian crosses the road      
1/010 0 14 163 151,a pedestrian crosses the road      
1/010 0 16 165 151,a pedestrian crosses the road      
1/010 0 17 166 151,a pedestrian crosses the road      
1/010 0 10 159 151,a pedestrian crosses the road      
1/010 0 18 167 151,a pedestrian crosses the road      
1/010 0 19 168 151,a pedestrian crosses the road      
1/010 0 25 174 151,a pedestrian crosses the road      
1/010 0 29 178 151,a pedestrian crosses the road      
1/011 1 163 312 295,a pedestrian crosses the road      
1/011 1 153 302 295,a pedestrian crosses the road      
1/011 1 167 316 295,a pedestrian crosses the road      
1/011 1 146 295 295,a pedestrian crosses the road      
1/011 1 156 305 295,a pedestrian crosses the road      
1/012 1 183 332 323,ego-car goes straight in the blind spot area    
1/012 1 185 334 323,ego-car goes straight in the blind spot area    
1/012 1 184 333 323,ego-car goes straight in the blind spot area    
1/012 1 186 335 323,ego-car goes straight in the blind spot area    
1/012 1 190 339 323,ego-car goes straight in the blind spot area    
1/012 0 20 169 151,ego-car goes straight in the blind spot area    
1/012 0 17 166 151,ego-car goes straight in the blind spot area    
1/012 0 24 173 151,ego-car goes straight in the blind spot area    
1/012 0 4 153 151,ego-car goes straight in the blind spot area    
1/012 0 16 165 151,ego-car goes straight in the blind spot area    
1/012 0 11 160 151,ego-car goes straight in the blind spot area    
1/012 0 6 155 151,ego-car goes straight in the blind spot area    
1/012 0 27 176 151,ego-car goes straight in the blind spot area    
1/012 0 26 175 151,ego-car goes straight in the blind spot area    
1/012 0 2 151 151,ego-car goes straight in the blind spot area    
1/012 0 7 156 151,ego-car goes straight in the blind spot area    
1/012 0 19 168 151,ego-car goes straight in the blind spot area    
1/012 0 16 165 151,ego-car goes straight in the blind spot area    
1/012 0 13 162 151,ego-car goes straight in the blind spot area    
1/012 0 25 174 151,ego-car goes straight in the blind spot area    
1/012 0 18 167 151,ego-car goes straight in the blind spot area    
1/013 1 112 261 243,ego-car accelerately goes straight at non-signalized junctions      
1/013 1 97 246 243,ego-car accelerately goes straight at non-signalized junctions      
1/013 1 107 256 243,ego-car accelerately goes straight at non-signalized junctions      
1/013 1 114 263 243,ego-car accelerately goes straight at non-signalized junctions      
1/013 1 115 264 243,ego-car accelerately goes straight at non-signalized junctions      
1/014 1 30 179 152,ego-car goes straight in the blind spot area    
1/014 1 9 158 152,ego-car goes straight in the blind spot area    
1/014 1 24 173 152,ego-car goes straight in the blind spot area    
1/014 1 21 170 152,ego-car goes straight in the blind spot area    
1/014 1 10 159 152,ego-car goes straight in the blind spot area    
1/015 1 14 163 160,ego-car goes straight in the blind spot area    
1/015 1 11 160 160,ego-car goes straight in the blind spot area    
1/015 1 21 170 160,ego-car goes straight in the blind spot area    
1/015 1 20 169 160,ego-car goes straight in the blind spot area    
1/015 1 35 184 160,ego-car goes straight in the blind spot area    
1/016 1 0 149 45,a pedestrian crosses the road      
10/002 1 73 222 199,a vehicle runs red light        
10/002 1 54 203 199,a vehicle runs red light        
10/002 1 63 212 199,a vehicle runs red light        
10/002 1 50 199 199,a vehicle runs red light        
10/002 1 64 213 199,a vehicle runs red light        
10/003 1 0 149 83,ego-car passes through the blind corner of the underground park lot
10/004 1 16 165 138,ego-car turns left across path at non-signalized junctions        
10/004 1 0 149 138,ego-car turns left across path at non-signalized junctions        
10/005 1 152 301 300,ego-car goes straight crossing paths at non-signalized junctions         
10/005 1 162 311 300,ego-car goes straight crossing paths at non-signalized junctions         
10/005 1 160 309 300,ego-car goes straight crossing paths at non-signalized junctions         
10/005 1 174 323 300,ego-car goes straight crossing paths at non-signalized junctions         
10/005 1 175 324 300,ego-car goes straight crossing paths at non-signalized junctions         
10/005 0 0 149 151,ego-car goes straight crossing paths at non-signalized junctions         
10/006 1 128 277 260,ego-car turns right across path at non-signalized junctions        
10/006 1 113 262 260,ego-car turns right across path at non-signalized junctions        
10/006 1 115 264 260,ego-car turns right across path at non-signalized junctions        
10/006 1 132 281 260,ego-car turns right across path at non-signalized junctions        
10/006 1 118 267 260,ego-car turns right across path at non-signalized junctions        
10/007 1 112 261 232,ego-car accelerately goes straight at non-signalized junctions       
10/007 1 96 245 232,ego-car accelerately goes straight at non-signalized junctions       
10/007 1 107 256 232,ego-car accelerately goes straight at non-signalized junctions       
10/007 1 102 251 232,ego-car accelerately goes straight at non-signalized junctions       
10/007 1 100 249 232,ego-car accelerately goes straight at non-signalized junctions       
10/008 1 26 175 161,ego-car accelerately goes straight at non-signalized junctions       
10/008 1 30 179 161,ego-car accelerately goes straight at non-signalized junctions       
10/008 1 16 165 161,ego-car accelerately goes straight at non-signalized junctions       
10/008 1 21 170 161,ego-car accelerately goes straight at non-signalized junctions       
10/008 1 24 173 161,ego-car accelerately goes straight at non-signalized junctions       
10/009 1 0 149 88,ego-car accelerately goes straight at non-signalized junctions       
10/010 1 213 362 354,ego-car accelerately goes straight at non-signalized junctions       
10/010 1 211 360 354,ego-car accelerately goes straight at non-signalized junctions       
10/010 1 234 383 354,ego-car accelerately goes straight at non-signalized junctions       
10/010 1 215 364 354,ego-car accelerately goes straight at non-signalized junctions       
10/010 1 226 375 354,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 34 183 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 54 203 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 58 207 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 56 205 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 31 180 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 52 201 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 10 159 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 29 178 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 19 168 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 20 169 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 50 199 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 48 197 151,ego-car accelerately goes straight at non-signalized junctions       
10/010 0 45 194 151,ego-car accelerately goes straight at non-signalized junctions         
10/011 1 56 205 187,ego-car turns left across path at non-signalized junctions        
10/011 1 42 191 187,ego-car turns left across path at non-signalized junctions        
10/011 1 67 216 187,ego-car turns left across path at non-signalized junctions        
10/011 1 65 214 187,ego-car turns left across path at non-signalized junctions        
10/011 1 45 194 187,ego-car turns left across path at non-signalized junctions        
10/012 1 2 151 131,ego-car accelerately goes straight at non-signalized junctions       
10/012 1 0 149 131,ego-car accelerately goes straight at non-signalized junctions       
10/012 1 6 155 131,ego-car accelerately goes straight at non-signalized junctions       
10/013 1 155 304 280,ego-car accelerately goes straight at non-signalized junctions       
10/013 1 148 297 280,ego-car accelerately goes straight at non-signalized junctions       
10/013 1 147 296 280,ego-car accelerately goes straight at non-signalized junctions       
10/013 1 154 303 280,ego-car accelerately goes straight at non-signalized junctions       
10/013 1 140 289 280,ego-car accelerately goes straight at non-signalized junctions       
10/014 1 200 349 347,ego-car turns left across path at non-signalized junctions        
10/014 1 223 372 347,ego-car turns left across path at non-signalized junctions        
10/014 1 220 369 347,ego-car turns left across path at non-signalized junctions        
10/014 1 208 357 347,ego-car turns left across path at non-signalized junctions        
10/014 1 199 348 347,ego-car turns left across path at non-signalized junctions        
10/014 0 23 172 151,ego-car turns left across path at non-signalized junctions        
10/014 0 42 191 151,ego-car turns left across path at non-signalized junctions        
10/014 0 39 188 151,ego-car turns left across path at non-signalized junctions        
10/014 0 9 158 151,ego-car turns left across path at non-signalized junctions              
10/016 1 194 343 324,vehicles meet on the road      
10/016 1 204 353 324,vehicles meet on the road      
10/016 1 202 351 324,vehicles meet on the road      
10/016 1 195 344 324,vehicles meet on the road      
10/016 1 191 340 324,vehicles meet on the road      
10/016 0 21 170 151,vehicles meet on the road      
10/016 0 5 154 151,vehicles meet on the road      
10/016 0 36 185 151,vehicles meet on the road      
10/016 0 12 161 151,vehicles meet on the road      
10/016 0 3 152 151,vehicles meet on the road      
10/016 0 37 186 151,vehicles meet on the road      
10/016 0 13 162 151,vehicles meet on the road      
10/016 0 7 156 151,vehicles meet on the road      
10/016 0 23 172 151,vehicles meet on the road      
10/016 0 25 174 151,vehicles meet on the road      
10/016 0 17 166 151,vehicles meet on the road      
10/016 0 13 162 151,vehicles meet on the road      
10/016 0 24 173 151,vehicles meet on the road      
10/016 0 12 161 151,vehicles meet on the road      
10/016 0 10 159 151,vehicles meet on the road      
10/016 0 3 152 151,vehicles meet on the road      
10/016 0 6 155 151,vehicles meet on the road      
10/016 0 27 176 151,vehicles meet on the road      
10/016 0 19 168 151,vehicles meet on the road      
10/016 0 25 174 151,vehicles meet on the road      
10/017 1 63 212 208,a vehicle turns on a road with the same direction to ego-car 
10/017 1 62 211 208,a vehicle turns on a road with the same direction to ego-car 
10/017 1 65 214 208,a vehicle turns on a road with the same direction to ego-car 
10/017 1 76 225 208,a vehicle turns on a road with the same direction to ego-car 
10/017 1 77 226 208,a vehicle turns on a road with the same direction to ego-car 
10/018 1 124 273 271,a vehicle turns on a road with the opposite direction to ego-car
10/018 1 140 289 271,a vehicle turns on a road with the opposite direction to ego-car
10/018 1 144 293 271,a vehicle turns on a road with the opposite direction to ego-car
10/018 1 125 274 271,a vehicle turns on a road with the opposite direction to ego-car
10/018 1 143 292 271,a vehicle turns on a road with the opposite direction to ego-car
10/019 1 264 413 410,ego-car turns on a road      
10/019 1 272 421 410,ego-car turns on a road      
10/019 1 277 426 410,ego-car turns on a road      
10/019 1 263 412 410,ego-car turns on a road      
10/019 1 280 429 410,ego-car turns on a road      
10/019 0 75 224 151,ego-car turns on a road      
10/019 0 29 178 151,ego-car turns on a road      
10/019 0 12 161 151,ego-car turns on a road      
10/019 0 41 190 151,ego-car turns on a road      
10/019 0 107 256 151,ego-car turns on a road      
10/019 0 111 260 151,ego-car turns on a road      
10/019 0 9 158 151,ego-car turns on a road      
10/019 0 10 159 151,ego-car turns on a road      
10/019 0 55 204 151,ego-car turns on a road      
10/019 0 37 186 151,ego-car turns on a road      
10/019 0 29 178 151,ego-car turns on a road      
10/019 0 13 162 151,ego-car turns on a road      
10/019 0 2 151 151,ego-car turns on a road      
10/019 0 18 167 151,ego-car turns on a road      
10/019 0 67 216 151,ego-car turns on a road      
10/019 0 59 208 151,ego-car turns on a road      
10/019 0 30 179 151,ego-car turns on a road      
10/019 0 98 247 151,ego-car turns on a road      
10/019 0 67 216 151,ego-car turns on a road      
10/019 0 34 183 151,ego-car turns on a road      
10/019 0 29 178 151,ego-car turns on a road      
10/019 0 66 215 151,ego-car turns on a road      
10/019 0 72 221 151,ego-car turns on a road      
10/019 0 39 188 151,ego-car turns on a road      
10/019 0 19 168 151,ego-car turns on a road      
10/019 0 27 176 151,ego-car turns on a road      
10/019 0 89 238 151,ego-car turns on a road      
1/012 0 16 165 151,ego-car goes straight in the blind spot area    
10/020 1 32 181 174,ego-car goes straight crossing paths at non-signalized junctions        
10/020 1 30 179 174,ego-car goes straight crossing paths at non-signalized junctions        
10/020 1 47 196 174,ego-car goes straight crossing paths at non-signalized junctions        
10/020 1 26 175 174,ego-car goes straight crossing paths at non-signalized junctions        
10/020 1 34 183 174,ego-car goes straight crossing paths at non-signalized junctions        
10/022 1 9 158 158,a vehicle accelerates out of the underground park lot  
10/022 1 34 183 158,a vehicle accelerates out of the underground park lot  
10/022 1 17 166 158,a vehicle accelerates out of the underground park lot  
10/022 1 33 182 158,a vehicle accelerates out of the underground park lot  
10/022 1 30 179 158,a vehicle accelerates out of the underground park lot  
10/023 1 121 270 263,ego-car changes lanes         
10/023 1 132 281 263,ego-car changes lanes         
10/023 1 129 278 263,ego-car changes lanes         
10/023 1 126 275 263,ego-car changes lanes         
10/023 1 141 290 263,ego-car changes lanes         
10/024 1 26 175 159,ego-car turns on a road      
10/024 1 10 159 159,ego-car turns on a road      
10/024 1 36 185 159,ego-car turns on a road      
10/024 1 11 160 159,ego-car turns on a road      
10/024 1 28 177 159,ego-car turns on a road      
10/025 1 225 374 374,ego-car turns left across path at non-signalized junctions        
10/025 1 236 385 374,ego-car turns left across path at non-signalized junctions        
10/025 1 244 393 374,ego-car turns left across path at non-signalized junctions        
10/025 1 229 378 374,ego-car turns left across path at non-signalized junctions        
10/025 1 228 377 374,ego-car turns left across path at non-signalized junctions        
10/025 0 12 161 151,ego-car turns left across path at non-signalized junctions        
10/025 0 15 164 151,ego-car turns left across path at non-signalized junctions        
10/025 0 1 150 151,ego-car turns left across path at non-signalized junctions        
10/025 0 5 154 151,ego-car turns left across path at non-signalized junctions        
10/025 0 36 185 151,ego-car turns left across path at non-signalized junctions        
10/025 0 19 168 151,ego-car turns left across path at non-signalized junctions        
10/025 0 34 183 151,ego-car turns left across path at non-signalized junctions        
10/025 0 54 203 151,ego-car turns left across path at non-signalized junctions        
10/025 0 7 156 151,ego-car turns left across path at non-signalized junctions        
10/025 0 27 176 151,ego-car turns left across path at non-signalized junctions        
10/025 0 19 168 151,ego-car turns left across path at non-signalized junctions        
10/025 0 22 171 151,ego-car turns left across path at non-signalized junctions        
10/025 0 37 186 151,ego-car turns left across path at non-signalized junctions        
10/025 0 19 168 151,ego-car turns left across path at non-signalized junctions        
10/025 0 25 174 151,ego-car turns left across path at non-signalized junctions        
10/025 0 50 199 151,ego-car turns left across path at non-signalized junctions        
10/025 0 12 161 151,ego-car turns left across path at non-signalized junctions        
10/025 0 2 151 151,ego-car turns left across path at non-signalized junctions        
10/025 0 44 193 151,ego-car turns left across path at non-signalized junctions        
10/025 0 57 206 151,ego-car turns left across path at non-signalized junctions        
10/026 1 90 239 218,ego-car turns left across path at non-signalized junctions        
10/026 1 76 225 218,ego-car turns left across path at non-signalized junctions        
10/026 1 81 230 218,ego-car turns left across path at non-signalized junctions        
10/026 1 79 228 218,ego-car turns left across path at non-signalized junctions        
10/026 1 72 221 218,ego-car turns left across path at non-signalized junctions        
10/027 1 118 267 266,ego-car turns left across path at non-signalized junctions        
10/027 1 117 266 266,ego-car turns left across path at non-signalized junctions        
10/027 1 137 286 266,ego-car turns left across path at non-signalized junctions        
10/027 1 129 278 266,ego-car turns left across path at non-signalized junctions        
10/027 1 145 294 266,ego-car turns left across path at non-signalized junctions        
10/028 1 52 201 175,ego-car goes straight at signalized junctions       
10/028 1 43 192 175,ego-car goes straight at signalized junctions       
10/028 1 44 193 175,ego-car goes straight at signalized junctions       
10/028 1 47 196 175,ego-car goes straight at signalized junctions       
10/028 1 36 185 175,ego-car goes straight at signalized junctions       
10/029 1 145 294 284,a vehicle accelerately goes straight at non-signalized junctions      
10/029 1 159 308 284,a vehicle accelerately goes straight at non-signalized junctions      
10/029 1 158 307 284,a vehicle accelerately goes straight at non-signalized junctions      
10/029 1 149 298 284,a vehicle accelerately goes straight at non-signalized junctions      
10/029 1 139 288 284,a vehicle accelerately goes straight at non-signalized junctions      
10/030 1 215 364 353,a vehicle accelerately goes straight at non-signalized junctions      
10/030 1 225 374 353,a vehicle accelerately goes straight at non-signalized junctions      
10/030 1 210 359 353,a vehicle accelerately goes straight at non-signalized junctions      
10/030 1 216 365 353,a vehicle accelerately goes straight at non-signalized junctions      
10/030 1 212 361 353,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 24 173 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 44 193 151,a vehicle accelerately goes straight at non-signalized junctions      
